ensembl_gene_id	hsapiens_homolog_ensembl_gene	external_gene_name
ENSRNOG00000053764	ENSG00000199631	Snord33
ENSRNOG00000020393	ENSG00000177105	Rhog
ENSRNOG00000010131	ENSG00000132669	Rin2
ENSRNOG00000067076	ENSG00000165879	Frat1
ENSRNOG00000060156	ENSG00000274544	Snord28b
ENSRNOG00000052300	ENSG00000200530	Snord35b
ENSRNOG00000063644	ENSG00000201744	Rnu6-826
ENSRNOG00000021240	ENSG00000088812	Atrn
ENSRNOG00000042068	ENSG00000264522	Otud7b
ENSRNOG00000014969	ENSG00000107816	Lzts2
ENSRNOG00000054315	ENSG00000275996	Snord27
ENSRNOG00000010840	ENSG00000156218	Adamtsl3
ENSRNOG00000070884	ENSG00000207002	LOC120100358
ENSRNOG00000067797	ENSG00000272987	Or5al1
ENSRNOG00000042927	ENSG00000231274	Sbk3
ENSRNOG00000010308	ENSG00000185551	Nr2f2
ENSRNOG00000067541	ENSG00000105185	RGD1564319
ENSRNOG00000017277	ENSG00000140749	Igsf6
ENSRNOG00000046395	ENSG00000112306	LOC120100003
ENSRNOG00000061138	ENSG00000277846	Snord30
ENSRNOG00000061138	ENSG00000212611	Snord30
ENSRNOG00000048043	ENSG00000181104	F2r
ENSRNOG00000013426	ENSG00000172935	Mrgprf
ENSRNOG00000017851	ENSG00000105379	Etfb
ENSRNOG00000042465	ENSG00000011590	Zbtb32
ENSRNOG00000058385	ENSG00000199536	LOC120101973
ENSRNOG00000056942	ENSG00000201847	LOC120100232
ENSRNOG00000065112	ENSG00000136108	
ENSRNOG00000022182	ENSG00000135249	Rint1
ENSRNOG00000068353	ENSG00000213246	
ENSRNOG00000061556	ENSG00000221750	LOC120100477
ENSRNOG00000002524	ENSG00000170775	Gpr37
ENSRNOG00000011439	ENSG00000198873	Grk5
ENSRNOG00000017635	ENSG00000068383	Inpp5a
ENSRNOG00000056397	ENSG00000277194	LOC120100233
ENSRNOG00000055386	ENSG00000207130	LOC120100364
ENSRNOG00000017998	ENSG00000171643	S100z
ENSRNOG00000038625	ENSG00000187550	Sbk2
ENSRNOG00000029394	ENSG00000184545	Dusp8
ENSRNOG00000065322	ENSG00000176742	Or51v8
ENSRNOG00000009533	ENSG00000178965	Erich3
ENSRNOG00000021817	ENSG00000134070	Irak2
ENSRNOG00000060079	ENSG00000276788	Snord26
ENSRNOG00000021082	ENSG00000105438	Kdelr1
ENSRNOG00000063688	ENSG00000181961	LOC120101681
ENSRNOG00000026319	ENSG00000127914	Akap9
ENSRNOG00000058132	ENSG00000223004	LOC120100227
ENSRNOG00000068507	ENSG00000174562	
ENSRNOG00000020197	ENSG00000174807	LOC108348067
ENSRNOG00000016687	ENSG00000179954	Ssc5d
ENSRNOG00000012021	ENSG00000132792	Ctnnbl1
ENSRNOG00000059984	ENSG00000198719	Dll1
ENSRNOG00000012165	ENSG00000180347	Itprid1
ENSRNOG00000017105	ENSG00000188641	Dpyd
ENSRNOG00000053279	ENSG00000207304	LOC120100359
ENSRNOG00000005479	ENSG00000110436	Slc1a2
ENSRNOG00000022729	ENSG00000179826	Mrgprx2l
ENSRNOG00000022729	ENSG00000170255	Mrgprx2l
ENSRNOG00000022729	ENSG00000179817	Mrgprx2l
ENSRNOG00000022729	ENSG00000183695	Mrgprx2l
ENSRNOG00000020363	ENSG00000104973	Med25
ENSRNOG00000063131	ENSG00000172208	Or4x6
ENSRNOG00000020871	ENSG00000090006	Ltbp4
ENSRNOG00000021151	ENSG00000173457	Ppp1r14b
ENSRNOG00000053533	ENSG00000200354	LOC120100208
ENSRNOG00000009226	ENSG00000127377	Crygn
ENSRNOG00000018310	ENSG00000188316	Eno4
ENSRNOG00000052573	ENSG00000212232	Snord17
ENSRNOG00000030404	ENSG00000137486	Arrb1
ENSRNOG00000004912	ENSG00000138448	Itgav
ENSRNOG00000054533	ENSG00000206597	LOC120100346
ENSRNOG00000021093	ENSG00000105467	Syngr4
ENSRNOG00000069368	ENSG00000201104	LOC120100137
ENSRNOG00000027089	ENSG00000118985	Ell2
ENSRNOG00000052463	ENSG00000175619	Or4b1d
ENSRNOG00000014004	ENSG00000111912	Ncoa7
ENSRNOG00000047816	ENSG00000173992	Ccs
ENSRNOG00000018433	ENSG00000166189	Hps6
ENSRNOG00000031840	ENSG00000101439	Andpro
ENSRNOG00000049829	ENSG00000211592	AABR07060872.1
ENSRNOG00000020925	ENSG00000110104	Ccdc86
ENSRNOG00000014327	ENSG00000129170	Csrp3
ENSRNOG00000025163	ENSG00000183251	Or51b4b
ENSRNOG00000066499	ENSG00000120055	C1H10orf95
ENSRNOG00000021157	ENSG00000163131	Ctss
ENSRNOG00000055259	ENSG00000176531	Phldb3
ENSRNOG00000010896	ENSG00000176058	Tprn
ENSRNOG00000043313	ENSG00000197786	LOC687097
ENSRNOG00000069104	ENSG00000183251	Or51b4
ENSRNOG00000005920	ENSG00000026297	Rnaset2-ps1
ENSRNOG00000067201	ENSG00000252913	LOC120100148
ENSRNOG00000012140	ENSG00000121289	Cep89
ENSRNOG00000031247	ENSG00000197980	Lekr1
ENSRNOG00000060329	ENSG00000170571	Emb
ENSRNOG00000014828	ENSG00000119986	Avpi1
ENSRNOG00000065933	ENSG00000212321	LOC120100493
ENSRNOG00000020497	ENSG00000107679	Plekha1
ENSRNOG00000028982	ENSG00000179826	Mrgprb3
ENSRNOG00000028982	ENSG00000170255	Mrgprb3
ENSRNOG00000028982	ENSG00000179817	Mrgprb3
ENSRNOG00000028982	ENSG00000183695	Mrgprb3
ENSRNOG00000024630	ENSG00000216588	Igsf23
ENSRNOG00000025154	ENSG00000100138	LOC100359574
ENSRNOG00000014448	ENSG00000133794	Bmal1
ENSRNOG00000055244	ENSG00000252101	LOC120101972
ENSRNOG00000061255	ENSG00000206843	Rnu6-105
ENSRNOG00000069256	ENSG00000181939	Or4c107
ENSRNOG00000062790	ENSG00000211598	LOC100361052
ENSRNOG00000014266	ENSG00000179826	RGD1560730
ENSRNOG00000014266	ENSG00000170255	RGD1560730
ENSRNOG00000014266	ENSG00000179817	RGD1560730
ENSRNOG00000014266	ENSG00000183695	RGD1560730
ENSRNOG00000055387	ENSG00000252138	LOC120100461
ENSRNOG00000055387	ENSG00000253065	LOC120100461
ENSRNOG00000016551	ENSG00000153094	Bcl2l11
ENSRNOG00000059739	ENSG00000201178	Y_RNA
ENSRNOG00000011093	ENSG00000176101	Ssna1
ENSRNOG00000063497	ENSG00000197617	Vom1r74
ENSRNOG00000015753	ENSG00000063245	Epn1
ENSRNOG00000067461	ENSG00000112306	Rps12l2
ENSRNOG00000015925	ENSG00000172262	Zfp131
ENSRNOG00000070847	ENSG00000184140	Or4f6b
ENSRNOG00000052577	ENSG00000207008	Snora54
ENSRNOG00000064364	ENSG00000199700	Rnu6-1256
ENSRNOG00000053785	ENSG00000207130	LOC120100363
ENSRNOG00000028781	ENSG00000091262	Abcc6
ENSRNOG00000053931	ENSG00000212518	Rnu11-3
ENSRNOG00000053931	ENSG00000212413	Rnu11-3
ENSRNOG00000066576	ENSG00000181939	Or4c116
ENSRNOG00000070838	ENSG00000138069	
ENSRNOG00000037156	ENSG00000179826	Mrgprb2
ENSRNOG00000037156	ENSG00000170255	Mrgprb2
ENSRNOG00000037156	ENSG00000179817	Mrgprb2
ENSRNOG00000037156	ENSG00000183695	Mrgprb2
ENSRNOG00000068067	ENSG00000221996	
ENSRNOG00000006802	ENSG00000175928	Lrrn1
ENSRNOG00000024990	ENSG00000150722	Ppp1r1c
ENSRNOG00000042536	ENSG00000113448	Pde4d
ENSRNOG00000054561	ENSG00000172183	Isg20
ENSRNOG00000052568	ENSG00000275616	LOC120100289
ENSRNOG00000052568	ENSG00000274432	LOC120100289
ENSRNOG00000052568	ENSG00000276596	LOC120100289
ENSRNOG00000052568	ENSG00000277903	LOC120100289
ENSRNOG00000052568	ENSG00000274062	LOC120100289
ENSRNOG00000052568	ENSG00000274862	LOC120100289
ENSRNOG00000052568	ENSG00000278048	LOC120100289
ENSRNOG00000052568	ENSG00000275219	LOC120100289
ENSRNOG00000070839	ENSG00000138069	
ENSRNOG00000011107	ENSG00000175426	Pcsk1
ENSRNOG00000053738	ENSG00000202239	LOC120101949
ENSRNOG00000017351	ENSG00000180974	Or52e4
ENSRNOG00000011306	ENSG00000129152	Myod1
ENSRNOG00000068151	ENSG00000197617	Vom1r75
ENSRNOG00000021176	ENSG00000014914	Mtmr11
ENSRNOG00000043478	ENSG00000101307	LOC100909964
ENSRNOG00000043478	ENSG00000198053	LOC100909964
ENSRNOG00000043478	ENSG00000089012	LOC100909964
ENSRNOG00000011295	ENSG00000176248	Anapc2
ENSRNOG00000019491	ENSG00000214530	Stard10
ENSRNOG00000051974	ENSG00000199095	Mir291a
ENSRNOG00000010930	ENSG00000168883	Usp39
ENSRNOG00000019626	ENSG00000083807	Slc27a5
ENSRNOG00000031381	ENSG00000161016	RGD1561333
ENSRNOG00000059822	ENSG00000201271	LOC120101395
ENSRNOG00000021153	ENSG00000173486	Fkbp2
ENSRNOG00000068216	ENSG00000167360	Or51q1d
ENSRNOG00000012764	ENSG00000133612	Agap3
ENSRNOG00000023081	ENSG00000164520	AABR07001348.1
ENSRNOG00000065721	ENSG00000206624	Rnu1-24
ENSRNOG00000037137	ENSG00000198168	Svip
ENSRNOG00000014380	ENSG00000267041	LOC102555672
ENSRNOG00000046632	ENSG00000187612	Or5w14
ENSRNOG00000031224	ENSG00000172377	Or9i13
ENSRNOG00000035472	ENSG00000207935	Mir204
ENSRNOG00000014836	ENSG00000170471	Ralgapb
ENSRNOG00000067970	ENSG00000198838	
ENSRNOG00000061593	ENSG00000207419	LOC120100349
ENSRNOG00000056864	ENSG00000252882	LOC120100188
ENSRNOG00000056864	ENSG00000252611	LOC120100188
ENSRNOG00000054607	ENSG00000229686	Snord56
ENSRNOG00000020330	ENSG00000085433	Wdr47
ENSRNOG00000065938	ENSG00000167360	Or51q1
ENSRNOG00000017150	ENSG00000133398	Med10
ENSRNOG00000006238	ENSG00000127191	Traf2
ENSRNOG00000017874	ENSG00000143119	Cd53
ENSRNOG00000057453	ENSG00000199031	Mir293
ENSRNOG00000015168	ENSG00000105058	LOC365238
ENSRNOG00000000017	ENSG00000164647	Steap1
ENSRNOG00000000017	ENSG00000105889	Steap1
ENSRNOG00000040166	ENSG00000189127	Ankrd34b
ENSRNOG00000022308	ENSG00000120992	LOC120099997
ENSRNOG00000011713	ENSG00000168887	LOC691113
ENSRNOG00000011973	ENSG00000104432	Il7
ENSRNOG00000064912	ENSG00000187612	Or5w13b
ENSRNOG00000032579	ENSG00000163012	Zswim2
ENSRNOG00000069196	ENSG00000167360	Or51q1e
ENSRNOG00000020517	ENSG00000126460	Prrg2
ENSRNOG00000062805	ENSG00000177174	Or14c39
ENSRNOG00000040448	ENSG00000202569	Mir146b
ENSRNOG00000060169	ENSG00000206766	LOC120100140
ENSRNOG00000015717	ENSG00000132334	Ptpre
ENSRNOG00000012051	ENSG00000121152	Ncaph
ENSRNOG00000024119	ENSG00000121853	Ghsr
ENSRNOG00000010205	ENSG00000180354	Mturn
ENSRNOG00000015914	ENSG00000063244	U2af2
ENSRNOG00000021216	ENSG00000131779	Pex11b
ENSRNOG00000019141	ENSG00000138135	Ch25h
ENSRNOG00000049297	ENSG00000255359	Ccdc179
ENSRNOG00000066513	ENSG00000187612	Or5w13
ENSRNOG00000051605	ENSG00000212498	Snord86
ENSRNOG00000016964	ENSG00000187918	Or51i2
ENSRNOG00000040350	ENSG00000284010	Mir675
ENSRNOG00000067753	ENSG00000163812	
ENSRNOG00000019582	ENSG00000120254	Mthfd1l
ENSRNOG00000055924	ENSG00000207147	LOC120100392
ENSRNOG00000055924	ENSG00000201863	LOC120100392
ENSRNOG00000055924	ENSG00000206853	LOC120100392
ENSRNOG00000051788	ENSG00000252470	Rnu6-985
ENSRNOG00000019440	ENSG00000104783	Kcnn4
ENSRNOG00000069895	ENSG00000204370	
ENSRNOG00000065361	ENSG00000199785	Snora52
ENSRNOG00000060727	ENSG00000199031	Mir292
ENSRNOG00000008337	ENSG00000159248	Gjd2
ENSRNOG00000036711	ENSG00000197471	Spn
ENSRNOG00000013149	ENSG00000184056	Vps33b
ENSRNOG00000018225	ENSG00000078804	Tp53inp2
ENSRNOG00000005742	ENSG00000187612	Or5w15
ENSRNOG00000019660	ENSG00000269404	Spib
ENSRNOG00000020315	ENSG00000197780	Taf13
ENSRNOG00000057399	ENSG00000199095	Mir294
ENSRNOG00000059980	ENSG00000251977	Rnu6-571
ENSRNOG00000059980	ENSG00000206802	Rnu6-571
ENSRNOG00000009153	ENSG00000187288	Cidec
ENSRNOG00000068982	ENSG00000197617	Vom1r77
ENSRNOG00000018048	ENSG00000166847	Dctn5
ENSRNOG00000013383	ENSG00000164897	Tmub1
ENSRNOG00000010224	ENSG00000137502	Rab30
ENSRNOG00000056237	ENSG00000226572	Snord57
ENSRNOG00000035506	ENSG00000199090	Mir326
ENSRNOG00000051496	ENSG00000140905	RGD1563099
ENSRNOG00000033741	ENSG00000272031	Ankrd34a
ENSRNOG00000005793	ENSG00000167825	Or5i1
ENSRNOG00000054739	ENSG00000221116	Snord110
ENSRNOG00000065661	ENSG00000197617	Vom1r78
ENSRNOG00000064996	ENSG00000199095	Mir295-1
ENSRNOG00000061100	ENSG00000168890	Tmem150a
ENSRNOG00000011006	ENSG00000133115	Stoml3
ENSRNOG00000017095	ENSG00000150768	Dlat-ps1
ENSRNOG00000012559	ENSG00000177239	Man1b1
ENSRNOG00000067440	ENSG00000199095	Mir295-2
ENSRNOG00000058232	ENSG00000200831	LOC120101211
ENSRNOG00000018421	ENSG00000181026	Aen
ENSRNOG00000007160	ENSG00000149474	Kat14
ENSRNOG00000054973	ENSG00000201302	Snora65
ENSRNOG00000019681	ENSG00000062822	Pold1
ENSRNOG00000035601	ENSG00000272036	Mir139
ENSRNOG00000056816	ENSG00000207077	Rnu6-446
ENSRNOG00000012151	ENSG00000198885	Itpripl1
ENSRNOG00000047028	ENSG00000125966	Mmp24
ENSRNOG00000045617	ENSG00000159527	Pglyrp3
ENSRNOG00000011250	ENSG00000241644	Inmt
ENSRNOG00000020202	ENSG00000162174	Asrgl1
ENSRNOG00000017613	ENSG00000112941	Tent4a
ENSRNOG00000055519	ENSG00000120784	Zfp790
ENSRNOG00000066523	ENSG00000242950	
ENSRNOG00000021181	ENSG00000143368	Sf3b4
ENSRNOG00000066038	ENSG00000172769	
ENSRNOG00000063679	ENSG00000177409	Samd9l
ENSRNOG00000012035	ENSG00000168894	Rnf181
ENSRNOG00000068366	ENSG00000222791	Rnu6-899
ENSRNOG00000055103	ENSG00000001626	Cftr
ENSRNOG00000015997	ENSG00000173581	Ccdc106
ENSRNOG00000010698	ENSG00000133742	Car1
ENSRNOG00000064070	ENSG00000151881	Tmem267
ENSRNOG00000015773	ENSG00000103522	Il21r
ENSRNOG00000014751	ENSG00000165731	Ret
ENSRNOG00000069388	ENSG00000186226	LOC120100587
ENSRNOG00000069388	ENSG00000172155	LOC120100587
ENSRNOG00000069388	ENSG00000240386	LOC120100587
ENSRNOG00000047004	ENSG00000198326	Tmem239
ENSRNOG00000005865	ENSG00000138434	Itprid2
ENSRNOG00000042477	ENSG00000163646	Clrn1
ENSRNOG00000056329	ENSG00000252990	LOC120101396
ENSRNOG00000014251	ENSG00000149260	Capn5
ENSRNOG00000058773	ENSG00000239002	LOC120102104
ENSRNOG00000046649	ENSG00000212722	AABR07006049.1
ENSRNOG00000046649	ENSG00000212721	AABR07006049.1
ENSRNOG00000046649	ENSG00000241241	AABR07006049.1
ENSRNOG00000046649	ENSG00000171396	AABR07006049.1
ENSRNOG00000046649	ENSG00000204880	AABR07006049.1
ENSRNOG00000046649	ENSG00000188155	AABR07006049.1
ENSRNOG00000046649	ENSG00000221837	AABR07006049.1
ENSRNOG00000046649	ENSG00000198443	AABR07006049.1
ENSRNOG00000046649	ENSG00000244537	AABR07006049.1
ENSRNOG00000046649	ENSG00000243489	AABR07006049.1
ENSRNOG00000046649	ENSG00000215454	AABR07006049.1
ENSRNOG00000046649	ENSG00000212724	AABR07006049.1
ENSRNOG00000046649	ENSG00000212725	AABR07006049.1
ENSRNOG00000046649	ENSG00000213417	AABR07006049.1
ENSRNOG00000046649	ENSG00000214518	AABR07006049.1
ENSRNOG00000046649	ENSG00000240542	AABR07006049.1
ENSRNOG00000046649	ENSG00000198271	AABR07006049.1
ENSRNOG00000012659	ENSG00000168899	Vamp5
ENSRNOG00000055198	ENSG00000201805	LOC120101181
ENSRNOG00000012640	ENSG00000176978	Dpp7
ENSRNOG00000025539	ENSG00000197969	Vps13a
ENSRNOG00000066862	ENSG00000058673	
ENSRNOG00000066862	ENSG00000215817	
ENSRNOG00000066862	ENSG00000214558	
ENSRNOG00000056116	ENSG00000202125	Rnu1-39
ENSRNOG00000012716	ENSG00000173575	Chd2
ENSRNOG00000067555	ENSG00000113387	Sub1
ENSRNOG00000019785	ENSG00000116793	Phtf1
ENSRNOG00000056690	ENSG00000199652	LOC120101383
ENSRNOG00000056690	ENSG00000199687	LOC120101383
ENSRNOG00000056690	ENSG00000200807	LOC120101383
ENSRNOG00000056690	ENSG00000202199	LOC120101383
ENSRNOG00000032521	ENSG00000187612	Or5w19
ENSRNOG00000011667	ENSG00000164896	Fastk
ENSRNOG00000056646	ENSG00000202050	LOC120101201
ENSRNOG00000012647	ENSG00000125816	Nkx2-4
ENSRNOG00000032959	ENSG00000196344	Adh7
ENSRNOG00000016011	ENSG00000120278	Plekhg1
ENSRNOG00000020014	ENSG00000105357	Myh14
ENSRNOG00000049497	ENSG00000242372	Eif6
ENSRNOG00000055082	ENSG00000103495	Maz
ENSRNOG00000005404	ENSG00000172575	Rasgrp1
ENSRNOG00000017960	ENSG00000177030	Deaf1
ENSRNOG00000006486	ENSG00000115386	Reg1a
ENSRNOG00000007128	ENSG00000101361	Nop56
ENSRNOG00000046683	ENSG00000105609	Lilrb3
ENSRNOG00000046683	ENSG00000187116	Lilrb3
ENSRNOG00000046683	ENSG00000204577	Lilrb3
ENSRNOG00000046683	ENSG00000244482	Lilrb3
ENSRNOG00000052256	ENSG00000197380	Dact3
ENSRNOG00000066972	ENSG00000167751	
ENSRNOG00000066972	ENSG00000142515	
ENSRNOG00000056518	ENSG00000199266	Snora60
ENSRNOG00000011931	ENSG00000080503	Smarca2
ENSRNOG00000012960	ENSG00000197355	Uap1l1
ENSRNOG00000063248	ENSG00000181001	Or52n1b
ENSRNOG00000021213	ENSG00000271601	Lix1l
ENSRNOG00000064575	ENSG00000205030	Or5l14b
ENSRNOG00000064575	ENSG00000279395	Or5l14b
ENSRNOG00000016306	ENSG00000164199	Adgrv1
ENSRNOG00000068492	ENSG00000254550	Omp
ENSRNOG00000059422	ENSG00000225091	Snora71a
ENSRNOG00000068138	ENSG00000132746	Aldh3b2
ENSRNOG00000010523	ENSG00000173418	Naa20
ENSRNOG00000013217	ENSG00000113638	Ttc33
ENSRNOG00000012301	ENSG00000156206	Cfap161
ENSRNOG00000010002	ENSG00000197768	Stpg3
ENSRNOG00000059992	ENSG00000161643	Siglecl1
ENSRNOG00000006102	ENSG00000115350	Pole4
ENSRNOG00000069717	ENSG00000274309	Snora71e
ENSRNOG00000013160	ENSG00000111961	Sash1
ENSRNOG00000024077	ENSG00000112029	Fbxo5
ENSRNOG00000021324	ENSG00000174928	C2h3orf33
ENSRNOG00000020456	ENSG00000070081	Nucb2
ENSRNOG00000019802	ENSG00000131116	Zfp428
ENSRNOG00000021201	ENSG00000265972	Txnip
ENSRNOG00000011627	ENSG00000056097	Zfr
ENSRNOG00000063059	ENSG00000181017	Or56b2k
ENSRNOG00000007316	ENSG00000101365	Idh3b
ENSRNOG00000062497	ENSG00000201711	LOC120101165
ENSRNOG00000012806	ENSG00000122257	Rbbp6
ENSRNOG00000054947	ENSG00000207322	LOC120102001
ENSRNOG00000070914	ENSG00000233493	Tmem238
ENSRNOG00000019497	ENSG00000158042	Mrpl17
ENSRNOG00000010019	ENSG00000188163	Fam166a
ENSRNOG00000037331	ENSG00000105492	Cd33
ENSRNOG00000037331	ENSG00000105383	Cd33
ENSRNOG00000013240	ENSG00000171522	Ptger4
ENSRNOG00000020774	ENSG00000188283	LOC103690114
ENSRNOG00000010587	ENSG00000101343	Crnkl1
ENSRNOG00000054575	ENSG00000274197	LOC120101125
ENSRNOG00000028267	ENSG00000175619	Or4b1c
ENSRNOG00000020444	ENSG00000143630	Hcn3
ENSRNOG00000015557	ENSG00000169344	Umod
ENSRNOG00000070647	ENSG00000181001	Or52n1
ENSRNOG00000067677	ENSG00000251877	LOC120101116
ENSRNOG00000042528	ENSG00000160472	Tmem190
ENSRNOG00000065143	ENSG00000174562	
ENSRNOG00000016831	ENSG00000149257	Serpinh1
ENSRNOG00000024280	ENSG00000120262	Ccdc170
ENSRNOG00000010170	ENSG00000188229	Tubb4b
ENSRNOG00000058734	ENSG00000252249	LOC120102019
ENSRNOG00000058734	ENSG00000206849	LOC120102019
ENSRNOG00000058734	ENSG00000200288	LOC120102019
ENSRNOG00000058734	ENSG00000206592	LOC120102019
ENSRNOG00000058734	ENSG00000252719	LOC120102019
ENSRNOG00000070546	ENSG00000181939	Or4c109
ENSRNOG00000019780	ENSG00000143028	Sypl2
ENSRNOG00000070762	ENSG00000182334	Or5p80-ps1
ENSRNOG00000038825	ENSG00000197416	Fabp12
ENSRNOG00000012957	ENSG00000097033	Sh3glb1
ENSRNOG00000056228	ENSG00000206190	Atp10a
ENSRNOG00000067051	ENSG00000279486	Or2ag16
ENSRNOG00000067051	ENSG00000188124	Or2ag16
ENSRNOG00000009894	ENSG00000004766	Vps50
ENSRNOG00000028743	ENSG00000175229	Gal3st3
ENSRNOG00000008115	ENSG00000285077	Arhgap11a
ENSRNOG00000008115	ENSG00000198826	Arhgap11a
ENSRNOG00000060026	ENSG00000207405	LOC120102004
ENSRNOG00000055564	ENSG00000187479	RGD1564664
ENSRNOG00000019607	ENSG00000242252	Bglap
ENSRNOG00000062923	ENSG00000182334	LOC687082
ENSRNOG00000065617	ENSG00000172769	Or5b105
ENSRNOG00000025295	ENSG00000088888	Mavs
ENSRNOG00000013925	ENSG00000086991	Nox4
ENSRNOG00000028273	ENSG00000180061	Tmem150b
ENSRNOG00000055310	ENSG00000183303	Or5p81
ENSRNOG00000031136	ENSG00000162631	Ntng1
ENSRNOG00000034075	ENSG00000215218	Ube2ql1
ENSRNOG00000032900	ENSG00000265354	Timm23-ps8
ENSRNOG00000051599	ENSG00000206880	LOC120101192
ENSRNOG00000014341	ENSG00000148925	Btbd10
ENSRNOG00000057817	ENSG00000088367	Epb41l1
ENSRNOG00000021217	ENSG00000143127	Itga10
ENSRNOG00000020543	ENSG00000142546	Nosip
ENSRNOG00000020298	ENSG00000151929	Bag3
ENSRNOG00000018255	ENSG00000104853	Clptm1
ENSRNOG00000048118	ENSG00000164331	LOC108348276
ENSRNOG00000014347	ENSG00000164889	Slc4a2
ENSRNOG00000052781	ENSG00000206880	LOC120101188
ENSRNOG00000021000	ENSG00000168060	Naaladl1
ENSRNOG00000011028	ENSG00000089101	AABR07054096.1
ENSRNOG00000016286	ENSG00000009765	Iyd
ENSRNOG00000010023	ENSG00000169359	Slc33a1
ENSRNOG00000010812	ENSG00000079156	Osbpl6
ENSRNOG00000034061	ENSG00000183303	Olr271-ps1
ENSRNOG00000061186	ENSG00000239112	Snord123
ENSRNOG00000033729	ENSG00000197363	LOC102556967
ENSRNOG00000052201	ENSG00000221459	LOC120102095
ENSRNOG00000052201	ENSG00000221164	LOC120102095
ENSRNOG00000017386	ENSG00000095752	Il11
ENSRNOG00000005347	ENSG00000179431	Fjx1
ENSRNOG00000067477	ENSG00000138069	
ENSRNOG00000005971	ENSG00000166073	Gpr176
ENSRNOG00000006094	ENSG00000026508	Cd44
ENSRNOG00000010607	ENSG00000212864	Rnf208
ENSRNOG00000020716	ENSG00000167601	Axl
ENSRNOG00000021250	ENSG00000101236	Rnf24
ENSRNOG00000066188	ENSG00000180988	Or52n2e
ENSRNOG00000068782	ENSG00000206965	LOC120101139
ENSRNOG00000018402	ENSG00000234906	Apoc2
ENSRNOG00000011488	ENSG00000129158	Sergef
ENSRNOG00000010761	ENSG00000168878	Sftpb
ENSRNOG00000066657	ENSG00000279486	Or2ag19b
ENSRNOG00000066657	ENSG00000188124	Or2ag19b
ENSRNOG00000015441	ENSG00000077238	Il4r
ENSRNOG00000009899	ENSG00000136603	Skil
ENSRNOG00000067263	ENSG00000181009	Or52n5-ps1
ENSRNOG00000047057	ENSG00000154478	Gpr26
ENSRNOG00000049826	ENSG00000149742	UST4r
ENSRNOG00000007212	ENSG00000106302	Hyal4
ENSRNOG00000020412	ENSG00000087365	Sf3b2
ENSRNOG00000016923	ENSG00000049656	Clptm1l
ENSRNOG00000013133	ENSG00000125798	Foxa2
ENSRNOG00000004381	ENSG00000135002	AABR07053065.1
ENSRNOG00000018405	ENSG00000267467	Apoc4
ENSRNOG00000010938	ENSG00000130876	Slc7a10
ENSRNOG00000068883	ENSG00000279486	Or2ag16b
ENSRNOG00000068883	ENSG00000188124	Or2ag16b
ENSRNOG00000063165	ENSG00000183313	Or52l1b
ENSRNOG00000007412	ENSG00000115325	Dok1
ENSRNOG00000011791	ENSG00000172671	Zfand4
ENSRNOG00000014318	ENSG00000152266	Pth
ENSRNOG00000068448	ENSG00000185305	Arl15
ENSRNOG00000011029	ENSG00000140612	Sec11a
ENSRNOG00000063753	ENSG00000181939	Or4c119-ps1
ENSRNOG00000021268	ENSG00000171984	Shld1
ENSRNOG00000007529	ENSG00000104081	Bmf
ENSRNOG00000048363	ENSG00000039139	Dnah5
ENSRNOG00000015239	ENSG00000055211	Ginm1
ENSRNOG00000060714	ENSG00000181163	AABR07007744.2
ENSRNOG00000010451	ENSG00000198569	Slc34a3
ENSRNOG00000069539	ENSG00000196437	Zfp74
ENSRNOG00000021729	ENSG00000164675	Iqub
ENSRNOG00000016857	ENSG00000174992	Zg16
ENSRNOG00000068427	ENSG00000005022	Slc25a5-ps9
ENSRNOG00000020110	ENSG00000174684	B4gat1
ENSRNOG00000012084	ENSG00000108039	Xpnpep1
ENSRNOG00000008017	ENSG00000164885	Cdk5
ENSRNOG00000033813	ENSG00000183269	Or52e8
ENSRNOG00000033813	ENSG00000205409	Or52e8
ENSRNOG00000016298	ENSG00000176018	Lysmd3
ENSRNOG00000031694	ENSG00000182899	LOC108350427
ENSRNOG00000068355	ENSG00000283519	Rnu2-7
ENSRNOG00000068355	ENSG00000253099	Rnu2-7
ENSRNOG00000019465	ENSG00000065135	Gnai3
ENSRNOG00000013770	ENSG00000086205	Folh1
ENSRNOG00000026196	ENSG00000240720	Lrrd1
ENSRNOG00000009411	ENSG00000106069	Chn2
ENSRNOG00000024961	ENSG00000118369	Usp35
ENSRNOG00000051151	ENSG00000163655	Gmps
ENSRNOG00000017341	ENSG00000183269	Or52e8b
ENSRNOG00000017341	ENSG00000205409	Or52e8b
ENSRNOG00000011672	ENSG00000129167	Tph1
ENSRNOG00000017673	ENSG00000160469	Brsk1
ENSRNOG00000032150	ENSG00000078295	Adcy2
ENSRNOG00000066542	ENSG00000164520	
ENSRNOG00000004699	ENSG00000176971	Fibin
ENSRNOG00000026143	ENSG00000169607	Ckap2l
ENSRNOG00000013668	ENSG00000042493	Capg
ENSRNOG00000004544	ENSG00000170035	Ube2e3
ENSRNOG00000010600	ENSG00000197191	Cysrt1
ENSRNOG00000018356	ENSG00000110171	Trim3
ENSRNOG00000052314	ENSG00000202231	LOC120101253
ENSRNOG00000052314	ENSG00000199282	LOC120101253
ENSRNOG00000023753	ENSG00000130396	Afdn
ENSRNOG00000020360	ENSG00000121940	Clcc1
