ensembl_gene_id	external_gene_name	transcription_start_site
ENSG00000162526	TSSK3	32362539
ENSG00000168679	SLC16A4	110391026
ENSG00000134248	LAMTOR5	110407694
ENSG00000198492	YTHDF2	28736940
ENSG00000253304	TMEM200B	29123903
ENSG00000116353	MECR	29230934
ENSG00000136630	HLX	220879443
ENSG00000116141	MARK1	220528136
ENSG00000162817	C1orf115	220690363
ENSG00000117593	DARS2	173824673
ENSG00000135870	RC3H1	174022357
ENSG00000197852	INKA2	111739395
ENSG00000276600	RAB7B	206003395
ENSG00000158769	F11R	161021152
ENSG00000215845	TSTD1	161038964
ENSG00000158773	USF1	161045977
ENSG00000186517	ARHGAP30	161069891
ENSG00000143217	NECTIN4	161089558
ENSG00000162755	KLHDC9	161098361
ENSG00000143256	PFDN2	161118037
ENSG00000158793	NIT1	161118105
ENSG00000158796	DEDD	161132667
ENSG00000196188	CTSE	206023895
ENSG00000163050	COQ8A	226940294
ENSG00000174574	AKIRIN1	38991276
ENSG00000168653	NDUFS5	39026350
ENSG00000121931	LRIF1	110963922
ENSG00000162777	DENND2D	111200646
ENSG00000064886	CHI3L2	111227713
ENSG00000156171	DRAM2	111140093
ENSG00000169291	SHE	154502412
ENSG00000187980	PLA2G2C	20186518
ENSG00000143437	ARNT	150876599
ENSG00000143799	PARP1	226408093
ENSG00000158864	NDUFS2	161202367
ENSG00000288636		17011757
ENSG00000117450	PRDX1	45521884
ENSG00000132780	NASP	45584041
ENSG00000159588	CCDC17	45624054
ENSG00000159592	GPBP1L1	45686533
ENSG00000159596	TMEM69	45688181
ENSG00000143570	SLC39A1	153963537
ENSG00000142864	SERBP1	67430402
ENSG00000198160	MIER1	66924990
ENSG00000162426	SLC45A1	8318114
ENSG00000117245	KIF17	20718007
ENSG00000188295	ZNF669	247104356
ENSG00000116750	UCHL5	193059360
ENSG00000235169	SMIM1	3772749
ENSG00000116514	RNF19B	32964809
ENSG00000162419	GMEB1	28668784
ENSG00000154222	CC2D1B	52366205
ENSG00000173406	DAB1	57424060
ENSG00000197147	LRRC8B	89524829
ENSG00000189195	BTBD8	92080345
ENSG00000058673	ZC3H11A	203795623
ENSG00000131236	CAP1	40040729
ENSG00000081870	IFT25	53945699
ENSG00000133216	EPHB2	22710839
ENSG00000143183	TMCO1	165768868
ENSG00000248333	CDK11B	1659004
ENSG00000162390	ACOT11	54548228
ENSG00000117448	AKR1A1	45550826
ENSG00000162687	KCNT2	196608440
ENSG00000143387	CTSK	150808260
ENSG00000176256	HMGB4	33864079
ENSG00000116525	TRIM62	33182043
ENSG00000163131	CTSS	150765778
ENSG00000183814	LIN9	226309164
ENSG00000274764	PRAMEF27	13056575
ENSG00000275774	HNRNPCL2	13116854
ENSG00000179412	HNRNPCL4	13165631
ENSG00000213516	RBMXL1	88992629
ENSG00000117226	GBP3	89022866
ENSG00000117228	GBP1	89065208
ENSG00000162645	GBP2	89126114
ENSG00000213512	GBP7	89176003
ENSG00000162654	GBP4	89198942
ENSG00000126705	AHDC1	27604144
ENSG00000000938	FGR	27635185
ENSG00000126709	IFI6	27672192
ENSG00000277058	HNRNPCL3	13060769
ENSG00000137959	IFI44L	78620448
ENSG00000174151	CYB561D1	109494094
ENSG00000181754	AMIGO1	109509727
ENSG00000134183	GNAT2	109619616
ENSG00000073756	PTGS2	186680423
ENSG00000153904	DDAH1	85465159
ENSG00000155380	SLC16A1	112956196
ENSG00000134259	NGF	115338249
ENSG00000188976	NOC2L	959256
ENSG00000187583	PLEKHN1	966482
ENSG00000188290	HES4	1000097
ENSG00000187608	ISG15	1013497
ENSG00000188157	AGRN	1020120
ENSG00000116221	MRPL37	54200167
ENSG00000117601	SERPINC1	173917327
ENSG00000135775	COG2	230642481
ENSG00000135773	CAPN9	230747388
ENSG00000119280	C1orf198	230868521
ENSG00000137965	IFI44	78649831
ENSG00000163239	TDRD10	154502219
ENSG00000160714	UBE2Q1	154558662
ENSG00000160710	ADAR	154608186
ENSG00000186118	TEX38	46671854
ENSG00000159658	EFCAB14	46719114
ENSG00000143801	PSEN2	226870616
ENSG00000132185	FCRLA	161707229
ENSG00000081721	DUSP12	161749786
ENSG00000082512	TRAF5	211326833
ENSG00000170385	SLC30A1	211579161
ENSG00000198570	RD3	211492162
ENSG00000118217	ATF6	161766320
ENSG00000137955	RABGGTB	75786256
ENSG00000057468	MSH4	75796882
ENSG00000213047	DENND1B	197775480
ENSG00000134376	CRB1	197268252
ENSG00000117400	MPL	43337818
ENSG00000117399	CDC20	43358981
ENSG00000066322	ELOVL1	43368011
ENSG00000159479	MED8	43389800
ENSG00000116337	AMPD2	109619837
ENSG00000066279	ASPM	197146669
ENSG00000117020	AKT3	243850243
ENSG00000198912	C1orf174	3900272
ENSG00000183856	IQGAP3	156572565
ENSG00000163382	NAXE	156591776
ENSG00000132702	HAPLN2	156619415
ENSG00000132692	BCAN	156642117
ENSG00000132688	NES	156677407
ENSG00000143320	CRABP2	156705583
ENSG00000143319	ISG20L2	156728766
ENSG00000143303	METTL25B	156728469
ENSG00000143314	MRPL24	156741088
ENSG00000143294	PRCC	156767535
ENSG00000027869	SH2D2A	156816848
ENSG00000123091	RNF11	51236273
ENSG00000237330	RNF223	1074306
ENSG00000131591	C1orf159	1116089
ENSG00000085831	TTC39A	51330562
ENSG00000187634	SAMD11	923923
ENSG00000156875	MFSD14A	100038095
ENSG00000156876	SASS6	100132930
ENSG00000137992	DBT	100249834
ENSG00000137996	RTCA	100266216
ENSG00000137948	BRDT	91949401
ENSG00000121774	KHDRBS1	32013868
ENSG00000121775	TMEM39B	32072939
ENSG00000025800	KPNA6	32108056
ENSG00000160050	CCDC28B	32200595
ENSG00000064703	DDX20	111755901
ENSG00000122406	RPL5	92832040
ENSG00000154511	DIPK1A	92961462
ENSG00000143033	MTF2	93079283
ENSG00000189410	SH2D5	20732703
ENSG00000117298	ECE1	21290463
ENSG00000143502	SUSD4	223364176
ENSG00000178395	CCDC185	223393415
ENSG00000162620	LRRIQ3	74198176
ENSG00000116783	TNNI3K	74235387
ENSG00000162621	LRRC53	74512611
ENSG00000178965	ERICH3	74673792
ENSG00000116791	CRYZ	74733050
ENSG00000162623	TYW3	74733152
ENSG00000259030	FPGT-TNNI3K	74198235
ENSG00000154358	OBSCN	228208044
ENSG00000183598	H3C13	149813693
ENSG00000184260	H2AC20	149886918
ENSG00000184270	H2AC21	149887965
ENSG00000178096	BOLA1	149899568
ENSG00000159164	SV2A	149917844
ENSG00000143368	SF3B4	149927803
ENSG00000150337	FCGR1A	149782694
ENSG00000170128	GPR25	200872981
ENSG00000116852	KIF21B	201023714
ENSG00000116857	TMEM9	201154474
ENSG00000163395	IGFN1	201190824
ENSG00000081248	CACNA1S	201112426
ENSG00000203943	SAMD13	84301708
ENSG00000174529	TMEM81	205084460
ENSG00000116984	MTR	236795292
ENSG00000143742	SRP9	225777826
ENSG00000196187	TMEM63A	225882380
ENSG00000243709	LEFTY1	225889146
ENSG00000255835		225924278
ENSG00000143768	LEFTY2	225941220
ENSG00000143819	EPHX1	225810124
ENSG00000116649	SRM	11060018
ENSG00000171824	EXOSC10	11099869
ENSG00000117614	SYF2	25232502
ENSG00000117616	RSRP1	25247454
ENSG00000187010	RHD	25272509
ENSG00000183726	TMEM50A	25338334
ENSG00000204178	MACO1	25430897
ENSG00000198860	TSEN15	184051730
ENSG00000160838	LRRC71	156920632
ENSG00000155816	FMN2	240091883
ENSG00000180875	GREM2	240612155
ENSG00000143382	ADAMTSL4	150549408
ENSG00000184007	PTP4A2	31938368
ENSG00000157077	ZFYVE9	52142089
ENSG00000162493	PDPN	13583832
ENSG00000162542	TMCO4	19799916
ENSG00000178922	HYI	43453931
ENSG00000121753	ADGRB2	31764340
ENSG00000162631	NTNG1	107141039
ENSG00000163374	YY1AP1	155688774
ENSG00000235098	ANKRD65	1421276
ENSG00000143740	SNAP47	227735435
ENSG00000117411	B4GALT2	43979210
ENSG00000162745	OLFML2B	162023869
ENSG00000187862	TTC24	156579723
ENSG00000162891	IL20	206865623
ENSG00000137976	DNASE2B	84398484
ENSG00000203663	OR2L2	248030070
ENSG00000198128	OR2L3	248046836
ENSG00000171180	OR2M4	248231417
ENSG00000157873	TNFRSF14	2556371
ENSG00000204505	PRAMEF9	13171848
ENSG00000177151	OR2T35	248645278
ENSG00000180708	OR10K2	158426237
ENSG00000168264	IRF2BP2	234610178
ENSG00000162775	RBM15	110339377
ENSG00000081692	JMJD4	227735302
ENSG00000179023	KLHDC7A	18480930
ENSG00000173171	MTX1	155208695
ENSG00000143862	ARL8A	202144737
ENSG00000170075	GPR37L1	202122917
ENSG00000143376	SNX27	151612050
ENSG00000159409	CELF3	151716803
ENSG00000178796	RIIAD1	151721522
ENSG00000143436	MRPL9	151763496
ENSG00000143450	OAZ3	151766655
ENSG00000213171	LINGO4	151805419
ENSG00000196407	THEM5	151853712
ENSG00000159445	THEM4	151909511
ENSG00000197747	S100A10	151993859
ENSG00000123473	STIL	47314147
ENSG00000198854	C1orf68	152719522
ENSG00000240386	LCE1F	152775140
ENSG00000186226	LCE1E	152786257
ENSG00000172155	LCE1D	152796721
ENSG00000020129	NCDN	35557799
ENSG00000116819	TFAP2E	35573314
ENSG00000237763	AMY1A	103655760
ENSG00000174876	AMY1B	103696210
ENSG00000187733	AMY1C	103749898
ENSG00000186603	HPDL	45326895
ENSG00000197454	OR2L5	248013660
ENSG00000117643	MAN1C1	25616791
ENSG00000162430	SELENON	25800193
ENSG00000173212	MAB21L3	116111399
ENSG00000163531	NFASC	204828652
ENSG00000184144	CNTN2	205043212
ENSG00000143028	SYPL2	109466546
ENSG00000154429	CCSAP	229343047
ENSG00000143632	ACTA1	229434094
ENSG00000187815	ZFP69	40477290
ENSG00000117010	ZNF684	40531637
ENSG00000180098	TRNAU1AP	28553085
ENSG00000188060	RAB42	28592265
ENSG00000243480	AMY2A	103617427
ENSG00000117266	CDK18	205504669
ENSG00000174567	GOLT1A	204213988
ENSG00000143850	PLEKHA6	204359929
ENSG00000197056	ZMYM1	35079385
ENSG00000203910	C1orf146	92217915
ENSG00000174842	GLMN	92298987
ENSG00000122484	RPAP2	92299059
ENSG00000279111	OR10X1	158579899
ENSG00000187701	OR2T27	248655528
ENSG00000203757	OR6K3	158720720
ENSG00000163563	MNDA	158831351
ENSG00000196772	OR14A16	247824119
ENSG00000197591	OR11L1	247841896
ENSG00000162722	TRIM58	247857187
ENSG00000238243	OR2W3	247895587
ENSG00000177275	OR2AJ1	247924889
ENSG00000279263	OR2L8	247948858
ENSG00000197532	OR6Y1	158554405
ENSG00000121903	ZSCAN20	33472645
ENSG00000198104	OR2T6	248375746
ENSG00000162727	OR2M5	248145148
ENSG00000198601	OR2M2	248174821
ENSG00000034971	MYOC	171652688
ENSG00000187730	GABRD	2019345
ENSG00000116809	ZBTB17	15976101
ENSG00000183888	SRARP	16004236
ENSG00000173641	HSPB7	16018043
ENSG00000186510	CLCNKA	16022036
ENSG00000185519	FAM131C	16073651
ENSG00000177462	OR2T8	247920252
ENSG00000142634	EFHD2	15409888
ENSG00000162438	CTRC	15438443
ENSG00000169214	OR6F1	247716646
ENSG00000239395		247723764
ENSG00000153230	OR14K1	247738615
ENSG00000173285	OR10K1	158461834
ENSG00000177201	OR2T12	248303424
ENSG00000177212	OR2T33	248277976
ENSG00000160062	ZBTB8A	32539427
ENSG00000176261	ZBTB8OS	32650550
ENSG00000213281	NRAS	114716771
ENSG00000052723	SIKE1	114780685
ENSG00000182783	OR2T29	248562772
ENSG00000186092	OR4F5	65419
ENSG00000188558	OR2G6	248508073
ENSG00000196240	OR2T2	248445637
ENSG00000197437	OR13G1	247679739
ENSG00000221888	OR1C1	247760556
ENSG00000228198	OR2M3	248197265
ENSG00000184022	OR2T10	248597700
ENSG00000197403	OR6N1	158772195
ENSG00000279301	OR2T11	248635091
ENSG00000198967	OR10Z1	158605268
ENSG00000163554	SPTA1	158686715
ENSG00000132485	ZRANB2	71081035
ENSG00000143418	CERS2	150974835
ENSG00000143412	ANXA9	150982292
ENSG00000143363	PRUNE1	151008449
ENSG00000163141	BNIPL	151036586
ENSG00000143443	C1orf56	151047751
ENSG00000197622	CDC42SE1	151059622
ENSG00000213190	MLLT11	151060397
ENSG00000162783	IER5	181088700
ENSG00000160785	SLC25A44	156194104
ENSG00000091483	FH	241519755
ENSG00000117009	KMO	241532378
ENSG00000054277	OPN3	241640369
ENSG00000203668	CHML	241640369
ENSG00000197785	ATAD3A	1512162
ENSG00000160075	SSU72	1574863
ENSG00000197530	MIB2	1615500
ENSG00000116128	BCL9	147541501
ENSG00000174371	EXO1	241848204
ENSG00000196289	BECN2	241957767
ENSG00000197769	MAP1LC3C	241999098
ENSG00000162843	WDR64	241652281
ENSG00000152760	DYNLT5	66752459
ENSG00000152763	DNAI4	66924856
ENSG00000118473	SGIP1	66534153
ENSG00000143815	LBR	225428038
ENSG00000185842	DNAH14	224929675
ENSG00000222046	DCDC2B	32209089
ENSG00000143479	DYRK3	206635536
ENSG00000120337	TNFSF18	173050941
ENSG00000212916	MAP10	232805416
ENSG00000117600	PLPPR4	99264492
ENSG00000119283	TRIM67	231162058
ENSG00000254685	FPGT	74198242
ENSG00000162398	LEXM	54806063
ENSG00000163125	RPRD2	150364147
ENSG00000196944	OR2T4	248361665
ENSG00000172410	INSL5	66801276
ENSG00000196418	ZNF124	247172020
ENSG00000186440	OR6P1	158570580
ENSG00000196427	NBPF4	108244076
ENSG00000263513	FAM72C	143971986
ENSG00000197241	SLC2A7	9026423
ENSG00000196171	OR6K2	158700652
ENSG00000187170	LCE4A	152708160
ENSG00000169717	ACTRT2	3021467
ENSG00000187942	LDLRAD2	21812265
ENSG00000142798	HSPG2	21937310
ENSG00000219073	CELA3B	21977022
ENSG00000142789	CELA3A	22001657
ENSG00000162552	WNT4	22143097
ENSG00000263961	RHEX	206053173
ENSG00000198049	AVPR1B	206117388
ENSG00000196550	FAM72A	206202839
ENSG00000266028	SRGAP2	206203541
ENSG00000263528	IKBKE	206470476
ENSG00000266094	RASSF5	206507531
ENSG00000143486	EIF2D	206612465
ENSG00000058453	CROCC	16921931
ENSG00000143494	VASH2	212950541
ENSG00000215883	CYB5RL	54200030
ENSG00000162650	ATXN7L2	109483905
ENSG00000120334	CENPL	173824883
ENSG00000162714	ZNF496	247331867
ENSG00000152061	RABGAP1L	174159520
ENSG00000116748	AMPD1	114695546
ENSG00000177414	UBE2U	64203623
ENSG00000134256	CD101	117001760
ENSG00000197084	LCE1C	152806651
ENSG00000273213	H3-7	143905977
ENSG00000135838	NPL	182789773
ENSG00000180198	RCC1	28506043
ENSG00000143536	CRNN	152414263
ENSG00000186207	LCE5A	152510803
ENSG00000169509	CRCT1	152514482
ENSG00000185966	LCE3E	152566780
ENSG00000163202	LCE3D	152580516
ENSG00000092850	TEKT2	36084094
ENSG00000116863	ADPRS	36088892
ENSG00000171812	COL8A2	36125222
ENSG00000054116	TRAPPC3	36149486
ENSG00000116871	MAP7D1	36156160
ENSG00000160094	ZNF362	33256492
ENSG00000184389	A3GALT2	33321098
ENSG00000197956	S100A6	153535991
ENSG00000196154	S100A4	153545806
ENSG00000188015	S100A3	153549258
ENSG00000196754	S100A2	153565844
ENSG00000188643	S100A16	153613137
ENSG00000189334	S100A14	153616325
ENSG00000189171	S100A13	153627505
ENSG00000160678	S100A1	153628434
ENSG00000143553	SNAPIN	153658703
ENSG00000214193	SH3D21	36306368
ENSG00000196182	STK40	36385924
ENSG00000181817	LSM10	36397908
ENSG00000116885	OSCP1	36450451
ENSG00000116898	MRPS15	36464384
ENSG00000142694	EVA1B	36323645
ENSG00000232237	ASCL5	201127184
ENSG00000135823	STX6	181022870
ENSG00000153029	MR1	181033983
ENSG00000117500	TMED5	93180413
ENSG00000122483	CCDC18	93180724
ENSG00000274386	TMEM269	42784991
ENSG00000177868	SVBP	42817397
ENSG00000120370	GORAB	170532166
ENSG00000004487	KDM1A	23019468
ENSG00000196734	LCE1B	152811971
ENSG00000186844	LCE1A	152827473
ENSG00000235942	LCE6A	152842856
ENSG00000163206	SMCP	152878322
ENSG00000163207	IVL	152908546
ENSG00000184148	SPRR4	152970648
ENSG00000163209	SPRR3	153001749
ENSG00000169469	SPRR1B	153031203
ENSG00000163216	SPRR2D	153041120
ENSG00000241794	SPRR2A	153057512
ENSG00000196805	SPRR2B	153071611
ENSG00000203785	SPRR2E	153094526
ENSG00000244094	SPRR2F	153113516
ENSG00000159516	SPRR2G	153150890
ENSG00000162706	CADM3	159171615
ENSG00000196184	OR10J1	159439722
ENSG00000179639	FCER1A	159302336
ENSG00000142661	MYOM3	24112135
ENSG00000142677	IL22RA1	24143140
ENSG00000185436	IFNLR1	24187289
ENSG00000286185		149390623
ENSG00000163435	ELF3	202010587
ENSG00000133067	LGR6	202193799
ENSG00000143851	PTPN7	202160602
ENSG00000116991	SIPA1L2	232630133
ENSG00000116350	SRSF4	29181900
ENSG00000117501	MROH9	170935534
ENSG00000007933	FMO3	171090905
ENSG00000094963	FMO2	171185300
ENSG00000187800	PEAR1	156893718
ENSG00000132694	ARHGEF11	157045742
ENSG00000253831	ETV3L	157099808
ENSG00000117036	ETV3	157138395
ENSG00000142698	C1orf94	34176907
ENSG00000121904	CSMD2	34165230
ENSG00000163344	PMVK	154936719
ENSG00000163346	PBXIP1	154956099
ENSG00000163348	PYGO2	154961782
ENSG00000160691	SHC1	154970747
ENSG00000173207	CKS1B	154974681
ENSG00000160688	FLAD1	154983344
ENSG00000160685	ZBTB7B	155002802
ENSG00000163354	DCST2	155033781
ENSG00000163357	DCST1	155033824
ENSG00000143537	ADAM15	155051316
ENSG00000014914	MTMR11	149936879
ENSG00000264522	OTUD7B	150010726
ENSG00000215784	FAM72D	145095974
ENSG00000198483	ANKRD35	145885866
ENSG00000143127	ITGA10	145910050
ENSG00000131779	PEX11B	145918717
ENSG00000280778		145927258
ENSG00000271601	LIX1L	145958017
ENSG00000272031	ANKRD34A	145964575
ENSG00000121851	POLR3GL	145964690
ENSG00000265972	TXNIP	145996579
ENSG00000168509	HJV	146021735
ENSG00000271425	NBPF10	146144804
ENSG00000227868	TEX46	23015852
ENSG00000186094	AGBL4	50023954
ENSG00000162373	BEND5	48776891
ENSG00000204006	C1orf185	51102228
ENSG00000185483	ROR1	63774017
ENSG00000117533	VAMP4	171742065
ENSG00000142609	CFAP74	2003786
ENSG00000286219	NOTCH2NLC	149390621
ENSG00000116191	RALGPS2	178725244
ENSG00000116194	ANGPTL1	178871077
ENSG00000142621	FHAD1	15247223
ENSG00000075151	EIF4G3	21176897
ENSG00000143772	ITPKB	226739282
ENSG00000163191	S100A11	152037004
ENSG00000182898	TCHHL1	152089064
ENSG00000215853	RPTN	152159228
ENSG00000197915	HRNR	152224193
ENSG00000266338	NBPF15	144461669
ENSG00000143409	MINDY1	151006902
ENSG00000060642	PIGV	26787950
ENSG00000204160	ZDHHC18	26826688
ENSG00000175793	SFN	26863149
ENSG00000142751	GPN2	26890283
ENSG00000198746	GPATCH3	26900467
ENSG00000090273	NUDC	26921743
ENSG00000131910	NR0B2	26913975
ENSG00000253368	TRNP1	26993692
ENSG00000158246	TENT5B	27012850
ENSG00000188782	CATSPER4	26190602
ENSG00000130695	CEP85	26234200
ENSG00000131914	LIN28A	26410817
ENSG00000158062	UBXN11	26306636
ENSG00000158615	PPP1R15B	204411817
ENSG00000143006	DMRTB1	53459399
ENSG00000174332	GLIS1	53739164
ENSG00000058804	NDC1	53838296
ENSG00000182901	RGS7	241357205
ENSG00000188822	CNR2	23913362
ENSG00000189266	PNRC2	23959828
ENSG00000188529	SRSF10	23980327
ENSG00000158055	GRHL3	24319357
ENSG00000010165	METTL13	171781660
ENSG00000197959	DNM3	171841498
ENSG00000135845	PIGC	172444069
ENSG00000180999	C1orf105	172420685
ENSG00000203666	EFCAB2	244969682
ENSG00000168148	H3-4	228425360
ENSG00000198691	ABCA4	94121148
ENSG00000198625	MDM4	204516406
ENSG00000117713	ARID1A	26696015
ENSG00000085433	WDR47	109042102
ENSG00000219481	NBPF1	16613487
ENSG00000143811	PYCR2	225924250
ENSG00000117090	SLAMF1	160647044
ENSG00000078618	NRDC	51878727
ENSG00000185104	FAF1	50960267
ENSG00000117523	PRRC2C	171485530
ENSG00000085552	IGSF9	159945613
ENSG00000143374	TARS2	150487419
ENSG00000182134	TDRKH	151790500
ENSG00000263956	NBPF11	148152281
ENSG00000134250	NOTCH2	120069662
ENSG00000132849	PATJ	61742480
ENSG00000175206	NPPA	11847783
ENSG00000170498	KISS1	204196491
ENSG00000086015	MAST2	45803612
ENSG00000162409	PRKAA2	56645314
ENSG00000196189	SEMA4A	156153585
ENSG00000088280	ASAP3	23484179
ENSG00000221978	CCNL2	1399335
ENSG00000175707	KDF1	26960468
ENSG00000134258	VTCN1	117210927
ENSG00000122482	ZNF644	91022035
ENSG00000162365	CYP4A22	47137441
ENSG00000187961	KLHL17	960584
ENSG00000163462	TRIM46	155173849
ENSG00000116604	MEF2D	156500775
ENSG00000211452	DIO1	53894187
ENSG00000185499	MUC1	155192915
ENSG00000116329	OPRD1	28812170
ENSG00000154451	GBP5	89272860
ENSG00000162595	DIRAS3	68050627
ENSG00000011007	ELOA	23743471
ENSG00000117305	HMGCL	23825429
ENSG00000179163	FUCA1	23868290
ENSG00000121764	HCRTR1	31617689
ENSG00000084636	COL16A1	31704017
ENSG00000283683	MYOCOS	171622243
ENSG00000143149	ALDH9A1	165698562
ENSG00000177535	OR2B11	247458104
ENSG00000188340	OR6N2	158781204
ENSG00000203852	H3C15	149852608
ENSG00000203814	H2BC18	149812370
ENSG00000270276	H4C15	149861159
ENSG00000288859	H2AC19	149851061
ENSG00000186086	NBPF6	108450343
ENSG00000143164	DCAF6	167936683
ENSG00000288825	H2AC18	149842750
ENSG00000184678	H2BC21	149886682
ENSG00000270882	H4C14	149832657
ENSG00000122435	TRMT13	100133163
ENSG00000203811	H3C14	149841208
ENSG00000175143	OR2T1	248403048
ENSG00000120341	SEC16B	177970058
ENSG00000142224	IL19	206770773
ENSG00000187180	LCE2C	152675279
ENSG00000196242	OR2C3	247536440
ENSG00000187144	SPATA21	16437424
ENSG00000117114	ADGRL2	81800934
ENSG00000184908	CLCNKB	16043782
ENSG00000158816	VWA5B1	20290875
ENSG00000244057	LCE3C	152600234
ENSG00000117013	KCNQ4	40783787
ENSG00000179862	CITED4	40862363
ENSG00000171790	SLFNL1	41021725
ENSG00000081277	PKP1	201283506
ENSG00000159166	LAD1	201399324
ENSG00000174307	PHLDA3	201469188
ENSG00000159176	CSRP1	201507123
ENSG00000198700	IPO9	201829157
ENSG00000198892	SHISA4	201888898
ENSG00000134369	NAV1	201539127
ENSG00000186364	NUDT17	145845630
ENSG00000131788	PIAS3	145859081
ENSG00000265241	RBM8A	145927484
ENSG00000116489	CAPZA1	112619832
ENSG00000155366	RHOC	112707127
ENSG00000271810		112711355
ENSG00000184599	TAFA3	112718905
ENSG00000155363	MOV10	112674659
ENSG00000273136	NBPF26	120723949
ENSG00000120656	TAF12	28643067
ENSG00000197780	TAF13	109076003
ENSG00000136628	EPRS1	220046505
ENSG00000162813	BPNT1	220089788
ENSG00000067704	IARS2	220094132
ENSG00000118873	RAB3GAP2	220272453
ENSG00000143776	CDC42BPA	227318492
ENSG00000132196	HSD17B7	162790702
ENSG00000127603	MACF1	39204695
ENSG00000185860	CCDC190	162861175
ENSG00000117461	PIK3R3	46132629
ENSG00000278139	P3R3URF-PIK3R3	46176488
ENSG00000117472	TSPAN1	46175087
ENSG00000250719	P3R3URF	46176488
ENSG00000171357	LURAP1	46203334
ENSG00000085999	RAD54L	46247763
ENSG00000085998	POMGNT1	46198434
ENSG00000117475	BLZF1	169368195
ENSG00000117477	CCDC181	169427474
ENSG00000117479	SLC19A2	169485944
ENSG00000198734	F5	169586481
ENSG00000099260	PALMD	99646113
ENSG00000203685	STUM	226548764
ENSG00000116580	GON4L	155857214
ENSG00000116996	ZP4	237890922
ENSG00000263353	PPIAL4A	120889771
ENSG00000127125	PPCS	42456543
ENSG00000288867	PPIAL4C	149583848
ENSG00000289549	PPIAL4D	145242174
ENSG00000271567	PPIAL4E	144373634
ENSG00000279782	PPIAL4F	144592893
ENSG00000236334	PPIAL4G	148483302
ENSG00000270339	PPIAL4H	146344765
ENSG00000009307	CSDE1	114757984
ENSG00000156097	GPR61	109539872
ENSG00000162413	KLHL21	6602869
ENSG00000116273	PHF13	6613731
ENSG00000117153	KLHL12	202927234
ENSG00000159346	ADIPOR1	202958312
ENSG00000159348	CYB5R1	202967257
ENSG00000163444	TMEM183A	203007374
ENSG00000122180	MYOG	203086012
ENSG00000133055	MYBPH	203175826
ENSG00000133048	CHI3L1	203186704
ENSG00000127481	UBR4	19210266
ENSG00000053372	MRTO4	19251805
ENSG00000162482	AKR7A3	19288770
ENSG00000053371	AKR7A2	19312144
ENSG00000040487	SLC66A1	19312326
ENSG00000183155	RABIF	202889149
ENSG00000133063	CHIT1	203229673
ENSG00000143847	PPFIA4	203026491
ENSG00000143379	SETDB1	150926363
ENSG00000007923	DNAJC11	6701816
ENSG00000116731	PRDM2	13700188
ENSG00000188672	RHCE	25420825
ENSG00000127463	EMC1	19251524
ENSG00000117543	DPH5	101025784
ENSG00000164008	C1orf50	42767249
